2025-06-05 15:59:30;CPU:24.7;RAM:81.5;DISK:21.8;NET:68539801,376187697
2025-06-05 15:59:35;CPU:24.3;RAM:81.1;DISK:21.8;NET:68557665,376200305
2025-06-05 15:59:40;CPU:22.0;RAM:80.9;DISK:21.8;NET:68561969,376201344
2025-06-05 15:59:45;CPU:37.4;RAM:79.6;DISK:21.8;NET:68576333,376207901
